RecordID,Restaurant Name,City,Entrée Description
541,Mama Juanita's Mexican Restaurant,Conroe,"one fajita taco and your choice of a medium chicken soup, chicken tortilla or beef soup, served with chopped avocado, pico de gallo and tortilla strips."
542,Mama Juanita's Mexican Restaurant,Conroe,"large homemade, soft flour tortilla stuffed with beans and your choice of beef or chicken fajita, topped with beef gravy and melted cheese."
544,Mama Juanita's Mexican Restaurant,Conroe,"beef or chicken fajita taco and small soup (chicken, beef vegetable or bean) , served with sliced avocado and pico de gallo."
546,Mama Juanita's Mexican Restaurant,Conroe,"(1) beef or chicken fajita taco and (1) chicken flauta, served with sour cream, guacamole and pico de gallo."
548,Mama Juanita's Mexican Restaurant,Conroe,"homemade soft flour tortilla stuffed with beans and ground beef, topped with beef gravy sauce and cheddar choose."
549,Mama Juanita's Mexican Restaurant,Conroe,"our famous beef or chicken fajitas with grilled onions rolled in a large flour tortilla, served with chile con queso."
550,Mama Juanita's Mexican Restaurant,Conroe,"homemade soft flour tortilla stuffed with beans and chicken ranchero, topped with beef gravy sauce and melted monterrey jack cheese."
553,Mama Juanita's Mexican Restaurant,Conroe,"our famous carnitas chopped and mixed with fresh jaiapenos, onions and cilantro, rolled in a large homemade flour tortilla, served with tomatillo sauce."
555,El Pollo Loco,Newhall,"carnitas, jack cheese, pinto beans, pico de gallo and cilantro in a flour tortilla topped with verde sauce and sour cream"
556,Las Casuelas Quinta,La Quinta,"a combination burrito with beans and your choice of shredded chicken, beef or spicy pork, topped with enchilada sauce and cheese"
557,Las Casuelas Quinta,La Quinta,"an all chicken, beef or spicy pork burrito topped with strips of mild green chile, sour cream and a mild salsa ranchera."
559,Las Casuelas Quinta,La Quinta,"all-steak burrito filled with diced charbroiled steak,  tomatoes and onions, topped with mildly spicy enchilada sauce and cheese. served with guacamole"
560,Las Casuelas Quinta,La Quinta,baja style or grilled fresh fish with an achiote marinade. topped with our chipotle red pepper salsa and jicama cole slaw. served with frijoles de la olla
566,Cafe Tamal,Van Nuys,"grilled steak or chicken on hand made tortilla topped with onion, cilantro and salsa. comes with beans and rice."
567,Olamendi's Mexican Cuisine,Capistrano Beach,"your choice of bean, beef, carnitas, chicken or carne asada and smothered in green or red sauce and melted cheese."
568,Olamendi's Mexican Cuisine,Capistrano Beach,"a large flour tortilla filled with beans, rice, lettuce, tomatoes, cheese, sour cream, guacamole and your choice of meat. served olamendi style, topped sauce and melted cheese."
571,Olamendi's Mexican Cuisine,Capistrano Beach,"cheese chile relleno, your choice of enchilada (cheese, beef, chicken or pork) , taco (beef, chicken, asada, carnitas or potato) and tamale (beef, chicken or pork) ."
580,Hotel Bar&grille,Provincetown,"scrambled eggs, sausage, peppers, onions and cheddar jack cheese with a side of salsa, sour cream and home fries"
582,All Ways Cafe,Huntingdon Valley,"black beans, peppers, onions, tomato, fresh spinach and melted cheese in a whole wheat wrap, served with chips and salsa"
592,Charlie Wants A Burger,San Antonio,"refried beans, bacon, sausage, cheese, potato, avocado and egg wrapped in a homemade flour tortilla and topped with spicy salsa and sour cream"
593,Charlie Wants A Burger,San Antonio,"two juicy fish filets crusted with cornmeal and panko breadcrumbs with avocado slices, tangy coleslaw, chipotle mayo on warm corn tortillas"
597,The Cheesecake Factory,Portland,"soft corn tortillas filled with spicy chicken, cheese, avocado, tomato, onions, cilantro and crema. served with black beans and rice"
599,The Cheesecake Factory,Portland,"soft corn tortillas filled with grilled or crispy tempura fish, avocado, tomato, onions, cilantro and crema. served with black beans and rice"
600,The Cheesecake Factory,Portland,"three soft corn tortillas filled with spicy chicken or shrimp, avocado, tomato, onions, cilantro and crema. served with escabeche vegetable salad"
601,Baker's Drive Thru,Ontario,"choice of ground beef, shredded beef, or chicken burrito smothered with red sauce and mild real cheddar cheese. all platters served with seasoned mexican rice, homemade beans, guacamole and sour cream. served with 32oz. drink."
602,Baker's Drive Thru,Ontario,"all white meat chicken, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla."
603,Baker's Drive Thru,Ontario,"all white meat chicken, spicy green sauce, sour cream, mild real cheddar cheese and fresh lettuce in a soft corn tortilla."
604,Baker's Drive Thru,Ontario,"all white meat chicken, mild red sauce, mild real cheddar cheese, fresh lettuce and tomato in a soft flour tortilla."
605,Baker's Drive Thru,Ontario,"homemade beans, seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla."
607,Baker's Drive Thru,Ontario,"seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla."
608,Baker's Drive Thru,Ontario,"seasoned lean ground beef, mild real cheddar cheese, fresh lettuce and tomato all served in a crispy corn taco shell."
611,Baker's Drive Thru,Ontario,"seasoned lean shredded beef , mild real cheddar cheese, fresh lettuce and tomato in a soft corn tortilla."
613,Baker's Drive Thru,Ontario,"choice of 2 original, shredded beef or chicken tacos. all platters served with seasoned mexican rice, homemade beans, guacamole and sour cream. served with 32oz. drink."
614,Baker's Drive Thru,Ontario,"seasoned lean ground beef, mild red sauce, mild real cheddar cheese, fresh lettuce and tomato in a soft flour tortilla."
621,El Farolito Mexican Restaurant,Placentia,"large pork and bean burrito inside. then covered with our famous enchilada sauce, melted cheese and side of sour cream."
625,El Farolito Mexican Restaurant,Placentia,"large grill fried (shredded beef or chicken only) burrito. topped with sour cream then covered with lettuce, cheese and tomatoes."
626,El Farolito Mexican Restaurant,Placentia,"ground beef, shredded beef, chicken tacos come with lettuce cheese and tomato on hard corn tortilla shell. carne asada and carnitas tacos come with pico de gallo on soft corn tortilla."
627,El Farolito Mexican Restaurant,Placentia,"(wet or dry) large flour tortilla filled with beans, rice, pico de gallo, cheese, and lettuce. also available with pot boiled beans"
638,Chili's Grill & Bar,Morris,"three flour tortillas with grilled shrimp in a spicy chile-lime sauce, fresh cilantro-lime slaw, house-made pico de gallo and sliced avocados."
663,Pineapple Cafe & Mexican Grill,Oak Creek,"one flour tortilla filled with meat of your choice ground beef, barbacoa, chicken, pork, vegetable, or carnitas. rice, black beans or pinto refried beans, lettuce, tomato, cheese, sour cream and guacamole"
664,Pineapple Cafe & Mexican Grill,Oak Creek,"bed of chopped romaine lettuce topped with cheese, tomatoes, avocados, black beans, corn and black olives"
667,Pineapple Cafe & Mexican Grill,Oak Creek,"filled with steak grilled with tomatoes and onions. topped with lettuce, tomato and cheese or cilantro and onion"
668,Pineapple Cafe & Mexican Grill,Oak Creek,"one flour tortillas filled with meat of your choice ground beef, barbacoa, chicken, pork, vegetable, or carnitas. rice, black beans or pinto refried beans, lettuce, tomato, cheese, sour cream and guacamole. topped with your choice of salsa verde, salsa roja, suiza sauce or mole"
674,Desert Rays Cafe,Scottsdale,"flour tortilla stuffed with scrambled eggs, potatoes, onions, green pepper and cheddar cheese. choice of bacon, chicken, chorizo, red chili or sausage"
675,Eleven,West Hollywood,"cream cheese, mexican, 3 cheese blend, roasted red peppers, guacamole, pico de gallo and fresh cilantro, with a tomatillo sauce. served with choice of rice and beans"
676,Eleven,West Hollywood,"two monster flour tortillas filled with your choice of meat, pico de gallo, romaine lettuce, salsa and a blend of cheeses"
677,Muddy Waters Bar & Grill,Prescott,"house tomato sauce, taco meat, onions, cheddar cheese, topped with shredded lettuce, diced tomatoes, served with salsa and sour cream"
692,Ixtapa Cantina,Pasadena,"two or corn tortillas with grilled  fish, red cabbage, chipotle cream, pico de gallo, mango and avocado sauce"
695,Plancha Tacos,Los Angeles,"choice of meat, arroz, frijoles, lettuce, cheese,   sour cream and salsa (chicken, steak, al pastor  or zesty ground beef)"
702,Boulevard Grill,Hilliard,"our house marinated grilled chicken or sirloin stuffed in a flour tortilla with sauteed peppers and onions, lettuce, guac, tomatoes, fresh herbs, mexican cheese, chipotle peppers, white beans and cilantro rice."
709,La Hacienda Real,Salem,"(choice of chicken, steak or pork) wrapped in a flour tortillas served with green pepper, onions, burrito sauce, melted cheese, sour cream, and guacamole."
710,La Hacienda Real,Salem,"wrapped flour tortilla with chicken grilled breast with onion and bell pepper inside. topped with delicious chipotle sauce, sliced pepper, avocado slices, lettuce, tomatoes, and sour cream."
712,La Hacienda Real,Salem,"your choice of chicken or beef, and all the fajita goodies wrapped in a large tortilla with onions and green peppers. served with sour cream, rice and beans inside, guacamole, and cheese."
714,La Hacienda Real,Salem,"flour tortilla filled with celery, mushrooms, carrots, zucchini and broccoli, topped with sauce and melted cheese."
715,La Hacienda Real,Salem,"chunks of pork in a light tomatillo sauce, green peppers, onions, and spices, rolled in a flour tortilla and covered with melted cheese and verde sauce."
716,La Hacienda Real,Salem,"(chicken or steak) a super burrito - flour tortilla filled with rice and beans inside, cheese, and your choice of meat filling covered with burrito sauce, melted cheese, garnished with fresh lettuce, tomato, sour cream, and guacamole"
717,La Hacienda Real,Salem,"a super burrito - flour tortilla filled with rice and beans inside, cheese and your choice of meat filling, covered with sauce, melted cheese, garnished with fresh lettuce, tomato and sour cream."
718,La Hacienda Real,Salem,"a super burrito flour tortilla filled with onions, broccoli, celery, zucchini, carrots, and mushrooms. rice and beans inside"
719,La Hacienda Real,Salem,"large flour tortilla stuffed with scallops, shrimp and crab meat, topped with a special sauce and served with rice and beans, vegetables, sour cream and guacamole"
723,La Hacienda Real,Salem,"your choice of marinated beef or chicken. served in a three soft corn tortilla with tomato, spring onions, lettuce, and cilantro. includes guacamole"
725,La Hacienda Real,Salem,"3 soft tacos filled with your choice of charcoal broiled chicken, pork, or steak. served with guacamole and pico de gallo salsa"
727,La Hacienda Real,Salem,"flour tortilla filled with onions, broccoli, celery, zucchini, carrots, and mushrooms, topped with sauce and melted cheese"
734,Reuben's Mexican Food,Hilo,"one fish with dabs of frijoles all bundled in a soft fried shell corn tortilla and served with lettuce, salsa fresca and grated cheese"
735,Reuben's Mexican Food,Hilo,"charbroiled steak chunks with of frijoles all bundled in a hot soft fried tortilla and served topped with lettuce, and grated cheese"
742,El Senor Sol,Golden,"two eggs scrambled with home fries and choice of chorizo, bacon or sausage in a flour tortilla smothered."
743,El Senor Sol,Golden,"bean burrito and cheese enchilada or chile relleno smothered in green chile, cheese, guacamole and sour cream."
746,Rubio's,San Clemente,"fresh guacamole, cheese, salsa fresca and lettuce. chicken taco drizzled with chipotle sauce. with chicken or steak."
777,Cowgirl Sea-horse,New York,"scrambled eggs, green chiles, cheddar cheese and red potatoes. with pico de gallo, sour cream and guacamole on the side"
778,Cowgirl Sea-horse,New York,"blackened fish with coleslaw, mango coulis, jalapeno tartar sauce and fried capers -or- fried fish with shredded lettuce, jack and fresh pico de gallo"
779,Cowgirl Sea-horse,New York,"two tacos per order. choose crispy or soft corn or soft whole wheat or flour tortillas or lettuce wraps with shredded lettuce, jack cheese and pico de gallo."
780,Las Alamedas,Katy,"grilled fish tacos, red cabbage, chipotle, mayo and pico de gallo. charro or refried beans. flour or corn tortillas"
781,Las Alamedas,Katy,"traditional beef or chicken fajita soft tacos, served with guacamole, pico de gallo, sour cream. charro or refried beans corn or flour tortillas"
782,Las Alamedas,Katy,"shredded pork tenderloin simmered in achiote sauce, wrapped in corn tortillas. topped with marinated red onion. charro or refried beans and rice"
783,Las Alamedas,Katy,"three crispy corn tortilla tacos filled with shredded chicken breast or ground beef. topped with lettuce, sour cream, queso fresco and salsa verde. served with a side of guacamole. rice and charro or refried beans."
